Customer_ID,Age,Gender,Location,Total_Spend,Average_Order_Value,Previous_Purchases,Average_Rating,Discount_Usage_Rate,Promo_Usage_Rate,Subscription_Rate,Customer_Value_Tier
3082,64,Female,Vermont,44,44.0,11,4.9,0.0,0.0,0.0,Low
3083,56,Female,Utah,99,99.0,20,4.0,0.0,0.0,0.0,High
3084,22,Female,Illinois,20,20.0,28,3.5,0.0,0.0,0.0,Low
3085,46,Female,Idaho,37,37.0,43,3.2,0.0,0.0,0.0,Low
3086,24,Female,Nevada,50,50.0,10,2.8,0.0,0.0,0.0,Medium
3087,47,Female,Utah,73,73.0,26,3.5,0.0,0.0,0.0,Medium
3088,62,Female,North Carolina,84,84.0,29,3.1,0.0,0.0,0.0,High
3089,34,Female,Arkansas,64,64.0,35,3.3,0.0,0.0,0.0,Medium
3090,50,Female,North Carolina,21,21.0,23,4.6,0.0,0.0,0.0,Low
3091,29,Female,Texas,36,36.0,15,4.9,0.0,0.0,0.0,Low
3092,68,Female,Nevada,81,81.0,46,3.4,0.0,0.0,0.0,High
3093,52,Female,Utah,54,54.0,14,3.5,0.0,0.0,0.0,Medium
3094,29,Female,Pennsylvania,63,63.0,17,4.8,0.0,0.0,0.0,Medium
3095,22,Female,Georgia,59,59.0,9,2.7,0.0,0.0,0.0,Medium
3096,62,Female,Minnesota,53,53.0,13,3.4,0.0,0.0,0.0,Medium
3097,69,Female,Kansas,63,63.0,20,3.5,0.0,0.0,0.0,Medium
3098,48,Female,Delaware,33,33.0,39,3.7,0.0,0.0,0.0,Low
3099,66,Female,New Mexico,64,64.0,50,3.3,0.0,0.0,0.0,Medium
3100,42,Female,Michigan,98,98.0,21,2.9,0.0,0.0,0.0,High
3101,50,Female,Vermont,85,85.0,3,3.9,0.0,0.0,0.0,High
3102,32,Female,Idaho,82,82.0,9,2.7,0.0,0.0,0.0,High
3103,51,Female,South Dakota,85,85.0,29,4.3,0.0,0.0,0.0,High
3104,27,Female,Illinois,37,37.0,42,3.0,0.0,0.0,0.0,Low
3105,43,Female,Georgia,56,56.0,41,5.0,0.0,0.0,0.0,Medium
3106,48,Female,Oregon,33,33.0,17,2.7,0.0,0.0,0.0,Low
3107,62,Female,Alabama,57,57.0,20,4.7,0.0,0.0,0.0,Medium
3108,65,Female,Hawaii,31,31.0,18,4.6,0.0,0.0,0.0,Low
3109,50,Female,Oregon,69,69.0,7,3.2,0.0,0.0,0.0,Medium
3110,60,Female,Illinois,92,92.0,47,4.3,0.0,0.0,0.0,High
3111,19,Female,Texas,46,46.0,2,4.6,0.0,0.0,0.0,Medium
3112,21,Female,Kansas,81,81.0,25,4.9,0.0,0.0,0.0,High
3113,19,Female,Texas,97,97.0,26,3.8,0.0,0.0,0.0,High
3114,46,Female,Nebraska,93,93.0,2,2.6,0.0,0.0,0.0,High
3115,21,Female,Arkansas,56,56.0,45,4.7,0.0,0.0,0.0,Medium
3116,26,Female,South Dakota,53,53.0,9,4.1,0.0,0.0,0.0,Medium
3117,50,Female,Montana,66,66.0,1,3.7,0.0,0.0,0.0,Medium
3118,43,Female,Florida,50,50.0,4,3.0,0.0,0.0,0.0,Medium
3119,61,Female,Virginia,97,97.0,31,4.7,0.0,0.0,0.0,High
3120,63,Female,Louisiana,79,79.0,21,4.7,0.0,0.0,0.0,High
3121,46,Female,Louisiana,76,76.0,32,4.0,0.0,0.0,0.0,High
3122,63,Female,Louisiana,38,38.0,16,2.6,0.0,0.0,0.0,Low
3123,23,Female,Georgia,45,45.0,34,3.0,0.0,0.0,0.0,Low
3124,57,Female,Iowa,77,77.0,40,3.3,0.0,0.0,0.0,High
3125,57,Female,California,51,51.0,4,3.4,0.0,0.0,0.0,Medium
3126,33,Female,Oregon,26,26.0,3,4.0,0.0,0.0,0.0,Low
3127,57,Female,Maine,76,76.0,28,2.6,0.0,0.0,0.0,High
3128,55,Female,Louisiana,94,94.0,43,3.4,0.0,0.0,0.0,High
3129,65,Female,Arkansas,32,32.0,20,4.4,0.0,0.0,0.0,Low
3130,60,Female,Maryland,20,20.0,40,4.7,0.0,0.0,0.0,Low
3131,52,Female,Vermont,20,20.0,34,4.5,0.0,0.0,0.0,Low
3132,34,Female,North Dakota,59,59.0,11,2.9,0.0,0.0,0.0,Medium
3133,33,Female,Michigan,97,97.0,26,4.2,0.0,0.0,0.0,High
3134,58,Female,Arkansas,68,68.0,29,4.1,0.0,0.0,0.0,Medium
3135,35,Female,Kentucky,66,66.0,47,4.4,0.0,0.0,0.0,Medium
3136,68,Female,Indiana,85,85.0,48,4.7,0.0,0.0,0.0,High
3137,58,Female,Minnesota,32,32.0,29,3.1,0.0,0.0,0.0,Low
3138,34,Female,Louisiana,44,44.0,14,2.7,0.0,0.0,0.0,Low
3139,47,Female,Kentucky,95,95.0,40,4.6,0.0,0.0,0.0,High
3140,35,Female,Georgia,85,85.0,4,4.4,0.0,0.0,0.0,High
3141,34,Female,Alaska,44,44.0,37,4.6,0.0,0.0,0.0,Low
3142,36,Female,Mississippi,30,30.0,47,4.9,0.0,0.0,0.0,Low
3143,23,Female,Kansas,21,21.0,1,4.0,0.0,0.0,0.0,Low
3144,68,Female,Arizona,22,22.0,26,2.9,0.0,0.0,0.0,Low
3145,23,Female,Maine,70,70.0,12,2.6,0.0,0.0,0.0,Medium
3146,57,Female,Texas,29,29.0,16,4.6,0.0,0.0,0.0,Low
3147,21,Female,Virginia,83,83.0,19,4.9,0.0,0.0,0.0,High
3148,45,Female,North Dakota,99,99.0,21,4.3,0.0,0.0,0.0,High
3149,37,Female,West Virginia,35,35.0,15,4.3,0.0,0.0,0.0,Low
3150,18,Female,North Carolina,40,40.0,9,4.6,0.0,0.0,0.0,Low
3151,55,Female,Georgia,25,25.0,7,2.6,0.0,0.0,0.0,Low
3152,52,Female,New Mexico,64,64.0,47,3.1,0.0,0.0,0.0,Medium
3153,49,Female,North Carolina,90,90.0,17,3.1,0.0,0.0,0.0,High
3154,56,Female,Alabama,88,88.0,46,3.1,0.0,0.0,0.0,High
3155,27,Female,Connecticut,55,55.0,32,4.4,0.0,0.0,0.0,Medium
3156,22,Female,Montana,90,90.0,34,4.3,0.0,0.0,0.0,High
3157,18,Female,Montana,50,50.0,18,3.1,0.0,0.0,0.0,Medium
3158,21,Female,Maine,34,34.0,5,3.1,0.0,0.0,0.0,Low
3159,30,Female,Mississippi,77,77.0,44,4.9,0.0,0.0,0.0,High
3160,62,Female,Louisiana,89,89.0,4,2.9,0.0,0.0,0.0,High
3161,28,Female,Nebraska,87,87.0,37,3.8,0.0,0.0,0.0,High
3162,66,Female,Massachusetts,77,77.0,43,4.2,0.0,0.0,0.0,High
3163,66,Female,Wisconsin,85,85.0,28,3.9,0.0,0.0,0.0,High
3164,49,Female,Nebraska,66,66.0,36,2.8,0.0,0.0,0.0,Medium
3165,40,Female,Arizona,32,32.0,16,2.6,0.0,0.0,0.0,Low
3166,49,Female,Hawaii,92,92.0,38,3.0,0.0,0.0,0.0,High
3167,19,Female,Georgia,80,80.0,37,2.7,0.0,0.0,0.0,High
3168,24,Female,Oregon,78,78.0,9,2.8,0.0,0.0,0.0,High
3169,31,Female,Montana,24,24.0,14,2.9,0.0,0.0,0.0,Low
3170,35,Female,Georgia,59,59.0,3,3.8,0.0,0.0,0.0,Medium
3171,65,Female,Rhode Island,41,41.0,10,4.4,0.0,0.0,0.0,Low
3172,68,Female,Tennessee,26,26.0,26,3.1,0.0,0.0,0.0,Low
3173,57,Female,Missouri,52,52.0,30,3.7,0.0,0.0,0.0,Medium
3174,69,Female,Washington,46,46.0,32,4.9,0.0,0.0,0.0,Medium
3175,45,Female,Oklahoma,52,52.0,35,3.8,0.0,0.0,0.0,Medium
3176,35,Female,Connecticut,42,42.0,26,3.4,0.0,0.0,0.0,Low
3177,36,Female,Arkansas,37,37.0,39,4.6,0.0,0.0,0.0,Low
3178,55,Female,Missouri,52,52.0,31,3.2,0.0,0.0,0.0,Medium
3179,66,Female,Washington,34,34.0,28,2.7,0.0,0.0,0.0,Low
3180,57,Female,Idaho,88,88.0,12,4.3,0.0,0.0,0.0,High
3181,18,Female,Montana,88,88.0,46,3.8,0.0,0.0,0.0,High
3182,31,Female,Montana,51,51.0,27,4.4,0.0,0.0,0.0,Medium
3183,50,Female,Georgia,97,97.0,4,3.6,0.0,0.0,0.0,High
3184,50,Female,Mississippi,56,56.0,14,3.5,0.0,0.0,0.0,Medium
3185,61,Female,Hawaii,53,53.0,30,4.2,0.0,0.0,0.0,Medium
3186,52,Female,Ohio,71,71.0,6,4.7,0.0,0.0,0.0,Medium
3187,38,Female,Virginia,93,93.0,43,4.8,0.0,0.0,0.0,High
3188,67,Female,Texas,72,72.0,28,3.2,0.0,0.0,0.0,Medium
3189,42,Female,Vermont,59,59.0,39,3.5,0.0,0.0,0.0,Medium
3190,25,Female,Kansas,87,87.0,30,4.2,0.0,0.0,0.0,High
3191,41,Female,California,78,78.0,5,3.4,0.0,0.0,0.0,High
3192,62,Female,Mississippi,68,68.0,42,4.7,0.0,0.0,0.0,Medium
3193,19,Female,Iowa,76,76.0,20,3.0,0.0,0.0,0.0,High
3194,63,Female,Virginia,99,99.0,35,4.0,0.0,0.0,0.0,High
3195,43,Female,Maryland,52,52.0,10,4.6,0.0,0.0,0.0,Medium
3196,68,Female,Missouri,58,58.0,36,4.9,0.0,0.0,0.0,Medium
3197,24,Female,Wisconsin,59,59.0,21,2.8,0.0,0.0,0.0,Medium
3198,27,Female,Maine,71,71.0,29,3.2,0.0,0.0,0.0,Medium
3199,61,Female,Pennsylvania,94,94.0,39,2.8,0.0,0.0,0.0,High
3200,59,Female,Maine,40,40.0,16,4.2,0.0,0.0,0.0,Low
3201,67,Female,Missouri,24,24.0,32,4.8,0.0,0.0,0.0,Low
3202,46,Female,Vermont,38,38.0,34,2.8,0.0,0.0,0.0,Low
3203,65,Female,Wisconsin,37,37.0,38,4.5,0.0,0.0,0.0,Low
3204,63,Female,New Jersey,29,29.0,14,4.1,0.0,0.0,0.0,Low
3205,57,Female,New Mexico,92,92.0,23,4.3,0.0,0.0,0.0,High
3206,40,Female,Colorado,24,24.0,50,4.4,0.0,0.0,0.0,Low
3207,36,Female,California,52,52.0,49,3.0,0.0,0.0,0.0,Medium
3208,67,Female,Arizona,29,29.0,14,2.7,0.0,0.0,0.0,Low
3209,61,Female,Indiana,30,30.0,42,3.3,0.0,0.0,0.0,Low
3210,64,Female,Arkansas,31,31.0,39,4.3,0.0,0.0,0.0,Low
3211,30,Female,Nevada,67,67.0,43,2.9,0.0,0.0,0.0,Medium
3212,53,Female,Rhode Island,65,65.0,12,4.9,0.0,0.0,0.0,Medium
3213,27,Female,Wyoming,22,22.0,21,3.6,0.0,0.0,0.0,Low
3214,27,Female,Texas,56,56.0,33,3.3,0.0,0.0,0.0,Medium
3215,53,Female,Washington,78,78.0,6,3.1,0.0,0.0,0.0,High
3216,34,Female,Rhode Island,90,90.0,10,2.7,0.0,0.0,0.0,High
3217,39,Female,Illinois,85,85.0,18,3.4,0.0,0.0,0.0,High
3218,44,Female,Oregon,58,58.0,46,3.4,0.0,0.0,0.0,Medium
3219,37,Female,Florida,34,34.0,49,3.9,0.0,0.0,0.0,Low
3220,57,Female,Kansas,40,40.0,39,3.5,0.0,0.0,0.0,Low
3221,38,Female,North Dakota,29,29.0,16,4.1,0.0,0.0,0.0,Low
3222,21,Female,New Hampshire,76,76.0,28,3.2,0.0,0.0,0.0,High
3223,45,Female,Texas,84,84.0,22,4.6,0.0,0.0,0.0,High
3224,68,Female,Montana,65,65.0,36,3.9,0.0,0.0,0.0,Medium
3225,37,Female,Delaware,80,80.0,18,2.7,0.0,0.0,0.0,High
3226,53,Female,New Hampshire,98,98.0,31,3.0,0.0,0.0,0.0,High
3227,57,Female,Minnesota,71,71.0,38,3.3,0.0,0.0,0.0,Medium
3228,28,Female,Alaska,69,69.0,42,2.7,0.0,0.0,0.0,Medium
3229,37,Female,Connecticut,95,95.0,27,4.6,0.0,0.0,0.0,High
3230,54,Female,Connecticut,67,67.0,24,2.7,0.0,0.0,0.0,Medium
3231,49,Female,Kansas,49,49.0,38,2.5,0.0,0.0,0.0,Medium
3232,62,Female,Nevada,97,97.0,9,4.4,0.0,0.0,0.0,High
3233,45,Female,Massachusetts,34,34.0,19,4.0,0.0,0.0,0.0,Low
3234,45,Female,Indiana,74,74.0,11,3.8,0.0,0.0,0.0,High
3235,49,Female,Washington,96,96.0,16,2.5,0.0,0.0,0.0,High
3236,27,Female,Kansas,68,68.0,18,4.0,0.0,0.0,0.0,Medium
3237,63,Female,South Carolina,84,84.0,8,4.1,0.0,0.0,0.0,High
3238,61,Female,Vermont,57,57.0,4,2.8,0.0,0.0,0.0,Medium
3239,25,Female,Wyoming,84,84.0,37,3.4,0.0,0.0,0.0,High
3240,33,Female,Colorado,32,32.0,30,2.7,0.0,0.0,0.0,Low
3241,56,Female,West Virginia,37,37.0,37,3.8,0.0,0.0,0.0,Low
3242,50,Female,Connecticut,58,58.0,30,4.4,0.0,0.0,0.0,Medium
3243,45,Female,Oregon,74,74.0,17,2.8,0.0,0.0,0.0,High
3244,45,Female,Idaho,99,99.0,11,5.0,0.0,0.0,0.0,High
3245,65,Female,Arkansas,81,81.0,42,4.7,0.0,0.0,0.0,High
3246,63,Female,Kansas,76,76.0,20,3.2,0.0,0.0,0.0,High
3247,70,Female,Michigan,98,98.0,37,2.9,0.0,0.0,0.0,High
3248,53,Female,Arkansas,91,91.0,12,3.7,0.0,0.0,0.0,High
3249,22,Female,Pennsylvania,79,79.0,41,4.2,0.0,0.0,0.0,High
3250,26,Female,Virginia,83,83.0,32,3.4,0.0,0.0,0.0,High
3251,23,Female,Minnesota,90,90.0,15,2.9,0.0,0.0,0.0,High
3252,25,Female,Nevada,20,20.0,39,3.7,0.0,0.0,0.0,Low
3253,69,Female,Montana,21,21.0,48,2.7,0.0,0.0,0.0,Low
3254,36,Female,Nebraska,60,60.0,8,3.2,0.0,0.0,0.0,Medium
3255,21,Female,Indiana,31,31.0,11,4.9,0.0,0.0,0.0,Low
3256,57,Female,New Jersey,40,40.0,36,2.8,0.0,0.0,0.0,Low
3257,60,Female,Wisconsin,26,26.0,50,4.7,0.0,0.0,0.0,Low
3258,44,Female,Minnesota,98,98.0,39,3.3,0.0,0.0,0.0,High
3259,31,Female,New Jersey,51,51.0,11,4.3,0.0,0.0,0.0,Medium
3260,57,Female,Oklahoma,95,95.0,5,3.7,0.0,0.0,0.0,High
3261,39,Female,Wisconsin,36,36.0,7,4.5,0.0,0.0,0.0,Low
3262,48,Female,Rhode Island,52,52.0,50,3.4,0.0,0.0,0.0,Medium
3263,42,Female,Indiana,35,35.0,21,2.7,0.0,0.0,0.0,Low
3264,56,Female,Vermont,68,68.0,31,4.4,0.0,0.0,0.0,Medium
3265,28,Female,Maine,50,50.0,39,4.0,0.0,0.0,0.0,Medium
3266,40,Female,Alabama,100,100.0,28,3.2,0.0,0.0,0.0,High
3267,49,Female,Alabama,74,74.0,33,4.2,0.0,0.0,0.0,High
3268,37,Female,Idaho,45,45.0,42,3.0,0.0,0.0,0.0,Low
3269,22,Female,Arkansas,97,97.0,5,2.8,0.0,0.0,0.0,High
3270,27,Female,Ohio,60,60.0,25,4.9,0.0,0.0,0.0,Medium
3271,59,Female,Illinois,25,25.0,48,4.7,0.0,0.0,0.0,Low
3272,35,Female,Nevada,55,55.0,30,4.4,0.0,0.0,0.0,Medium
3273,58,Female,Texas,99,99.0,34,3.1,0.0,0.0,0.0,High
3274,58,Female,Nevada,45,45.0,34,2.6,0.0,0.0,0.0,Low
3275,46,Female,Oklahoma,20,20.0,14,3.9,0.0,0.0,0.0,Low
3276,43,Female,Alabama,88,88.0,2,2.6,0.0,0.0,0.0,High
3277,39,Female,South Dakota,99,99.0,41,4.0,0.0,0.0,0.0,High
3278,59,Female,Texas,86,86.0,3,4.9,0.0,0.0,0.0,High
3279,59,Female,Montana,70,70.0,18,3.3,0.0,0.0,0.0,Medium
3280,59,Female,Wyoming,50,50.0,1,3.0,0.0,0.0,0.0,Medium
3281,45,Female,New York,57,57.0,5,2.7,0.0,0.0,0.0,Medium
3282,27,Female,Oregon,69,69.0,41,3.1,0.0,0.0,0.0,Medium
3283,24,Female,California,94,94.0,5,4.8,0.0,0.0,0.0,High
3284,47,Female,North Carolina,24,24.0,10,2.9,0.0,0.0,0.0,Low
3285,70,Female,Kentucky,79,79.0,20,4.5,0.0,0.0,0.0,High
3286,58,Female,Hawaii,31,31.0,11,4.6,0.0,0.0,0.0,Low
3287,45,Female,Illinois,67,67.0,4,5.0,0.0,0.0,0.0,Medium
3288,24,Female,West Virginia,63,63.0,38,4.3,0.0,0.0,0.0,Medium
3289,67,Female,South Carolina,61,61.0,19,4.9,0.0,0.0,0.0,Medium
3290,31,Female,Montana,50,50.0,16,4.0,0.0,0.0,0.0,Medium
3291,52,Female,North Dakota,82,82.0,2,3.1,0.0,0.0,0.0,High
3292,29,Female,New Mexico,51,51.0,11,2.6,0.0,0.0,0.0,Medium
3293,62,Female,Missouri,23,23.0,18,4.9,0.0,0.0,0.0,Low
3294,19,Female,West Virginia,91,91.0,47,3.5,0.0,0.0,0.0,High
3295,62,Female,South Carolina,60,60.0,15,4.5,0.0,0.0,0.0,Medium
3296,70,Female,West Virginia,34,34.0,15,2.8,0.0,0.0,0.0,Low
3297,20,Female,Alaska,23,23.0,47,4.2,0.0,0.0,0.0,Low
3298,67,Female,West Virginia,82,82.0,47,4.1,0.0,0.0,0.0,High
3299,65,Female,New Mexico,73,73.0,6,3.5,0.0,0.0,0.0,Medium
3300,45,Female,South Dakota,32,32.0,18,4.0,0.0,0.0,0.0,Low
3301,26,Female,Oklahoma,80,80.0,40,4.0,0.0,0.0,0.0,High
3302,36,Female,Oklahoma,58,58.0,31,2.5,0.0,0.0,0.0,Medium
3303,36,Female,Alabama,82,82.0,31,4.2,0.0,0.0,0.0,High
3304,20,Female,Mississippi,60,60.0,4,3.4,0.0,0.0,0.0,Medium
3305,30,Female,Mississippi,79,79.0,36,4.8,0.0,0.0,0.0,High
3306,34,Female,Nebraska,41,41.0,31,4.9,0.0,0.0,0.0,Low
3307,63,Female,Colorado,39,39.0,6,3.6,0.0,0.0,0.0,Low
3308,18,Female,Pennsylvania,36,36.0,1,4.0,0.0,0.0,0.0,Low
3309,55,Female,Utah,70,70.0,29,2.6,0.0,0.0,0.0,Medium
3310,48,Female,Massachusetts,47,47.0,19,3.1,0.0,0.0,0.0,Medium
3311,45,Female,Iowa,27,27.0,12,3.6,0.0,0.0,0.0,Low
3312,29,Female,Florida,52,52.0,18,4.0,0.0,0.0,0.0,Medium
3313,55,Female,Louisiana,75,75.0,45,3.9,0.0,0.0,0.0,High
3314,55,Female,Kansas,30,30.0,45,3.9,0.0,0.0,0.0,Low
3315,55,Female,Kansas,94,94.0,8,3.3,0.0,0.0,0.0,High
3316,48,Female,Kentucky,68,68.0,4,2.9,0.0,0.0,0.0,Medium
3317,42,Female,New Mexico,45,45.0,5,3.1,0.0,0.0,0.0,Low
3318,21,Female,North Carolina,67,67.0,30,4.7,0.0,0.0,0.0,Medium
3319,45,Female,North Dakota,46,46.0,15,3.9,0.0,0.0,0.0,Medium
3320,23,Female,North Dakota,31,31.0,17,4.3,0.0,0.0,0.0,Low
3321,66,Female,Illinois,44,44.0,45,4.2,0.0,0.0,0.0,Low
3322,32,Female,Maine,100,100.0,3,4.3,0.0,0.0,0.0,High
3323,52,Female,Indiana,92,92.0,43,4.6,0.0,0.0,0.0,High
3324,54,Female,North Dakota,78,78.0,4,3.8,0.0,0.0,0.0,High
3325,37,Female,Missouri,32,32.0,41,3.3,0.0,0.0,0.0,Low
3326,29,Female,Alaska,97,97.0,16,3.7,0.0,0.0,0.0,High
3327,47,Female,North Dakota,95,95.0,10,4.3,0.0,0.0,0.0,High
3328,47,Female,Connecticut,64,64.0,2,4.1,0.0,0.0,0.0,Medium
3329,42,Female,Wisconsin,35,35.0,11,3.2,0.0,0.0,0.0,Low
3330,34,Female,New Jersey,54,54.0,1,3.8,0.0,0.0,0.0,Medium
3331,38,Female,Missouri,96,96.0,41,3.2,0.0,0.0,0.0,High
3332,55,Female,California,58,58.0,39,3.5,0.0,0.0,0.0,Medium
3333,27,Female,Washington,23,23.0,1,3.1,0.0,0.0,0.0,Low
3334,55,Female,Minnesota,35,35.0,3,4.2,0.0,0.0,0.0,Low
3335,66,Female,California,23,23.0,21,3.4,0.0,0.0,0.0,Low
3336,44,Female,Texas,94,94.0,48,3.5,0.0,0.0,0.0,High
3337,39,Female,Montana,45,45.0,24,4.0,0.0,0.0,0.0,Low
3338,23,Female,Arizona,23,23.0,45,4.4,0.0,0.0,0.0,Low
3339,29,Female,Minnesota,94,94.0,46,2.9,0.0,0.0,0.0,High
3340,20,Female,Nebraska,99,99.0,35,3.6,0.0,0.0,0.0,High
3341,42,Female,Virginia,36,36.0,47,4.4,0.0,0.0,0.0,Low
3342,55,Female,Connecticut,50,50.0,35,4.5,0.0,0.0,0.0,Medium
3343,66,Female,New Jersey,81,81.0,45,3.8,0.0,0.0,0.0,High
3344,24,Female,Kentucky,31,31.0,6,3.6,0.0,0.0,0.0,Low
3345,62,Female,Washington,48,48.0,20,4.3,0.0,0.0,0.0,Medium
3346,28,Female,Florida,91,91.0,3,4.0,0.0,0.0,0.0,High
3347,30,Female,Oklahoma,99,99.0,30,3.4,0.0,0.0,0.0,High
3348,22,Female,Iowa,70,70.0,28,4.4,0.0,0.0,0.0,Medium
3349,28,Female,New Hampshire,74,74.0,15,2.8,0.0,0.0,0.0,High
3350,35,Female,Georgia,79,79.0,29,2.8,0.0,0.0,0.0,High
3351,45,Female,Mississippi,33,33.0,15,4.9,0.0,0.0,0.0,Low
3352,43,Female,New Hampshire,49,49.0,18,4.2,0.0,0.0,0.0,Medium
3353,55,Female,Washington,96,96.0,7,2.9,0.0,0.0,0.0,High
3354,31,Female,Ohio,66,66.0,19,4.6,0.0,0.0,0.0,Medium
3355,42,Female,Maryland,45,45.0,15,2.8,0.0,0.0,0.0,Low
3356,40,Female,Delaware,28,28.0,3,2.6,0.0,0.0,0.0,Low
3357,39,Female,Tennessee,48,48.0,13,3.5,0.0,0.0,0.0,Medium
3358,41,Female,Arkansas,67,67.0,37,3.5,0.0,0.0,0.0,Medium
3359,56,Female,Tennessee,59,59.0,26,3.4,0.0,0.0,0.0,Medium
3360,43,Female,New Hampshire,74,74.0,29,3.9,0.0,0.0,0.0,High
3361,22,Female,Minnesota,81,81.0,47,3.3,0.0,0.0,0.0,High
3362,47,Female,Florida,26,26.0,47,4.1,0.0,0.0,0.0,Low
3363,50,Female,Tennessee,61,61.0,48,3.0,0.0,0.0,0.0,Medium
3364,58,Female,California,23,23.0,46,3.0,0.0,0.0,0.0,Low
3365,50,Female,Oregon,33,33.0,7,3.2,0.0,0.0,0.0,Low
3366,43,Female,Tennessee,58,58.0,45,3.9,0.0,0.0,0.0,Medium
3367,38,Female,North Carolina,65,65.0,47,3.6,0.0,0.0,0.0,Medium
3368,44,Female,Tennessee,48,48.0,6,3.1,0.0,0.0,0.0,Medium
3369,30,Female,Nebraska,25,25.0,29,4.8,0.0,0.0,0.0,Low
3370,47,Female,Maine,51,51.0,42,3.8,0.0,0.0,0.0,Medium
3371,30,Female,Illinois,31,31.0,46,2.8,0.0,0.0,0.0,Low
3372,49,Female,Colorado,99,99.0,28,4.0,0.0,0.0,0.0,High
3373,56,Female,Pennsylvania,25,25.0,14,4.6,0.0,0.0,0.0,Low
3374,70,Female,Minnesota,52,52.0,12,3.5,0.0,0.0,0.0,Medium
3375,22,Female,Nevada,47,47.0,41,3.7,0.0,0.0,0.0,Medium
3376,51,Female,Connecticut,98,98.0,8,4.9,0.0,0.0,0.0,High
3377,22,Female,Ohio,46,46.0,24,4.1,0.0,0.0,0.0,Medium
3378,37,Female,Kentucky,32,32.0,18,4.6,0.0,0.0,0.0,Low
3379,49,Female,Minnesota,75,75.0,6,4.5,0.0,0.0,0.0,High
3380,61,Female,Tennessee,51,51.0,40,5.0,0.0,0.0,0.0,Medium
3381,41,Female,North Dakota,52,52.0,6,3.8,0.0,0.0,0.0,Medium
3382,57,Female,Minnesota,66,66.0,27,4.7,0.0,0.0,0.0,Medium
3383,34,Female,Nebraska,35,35.0,2,2.8,0.0,0.0,0.0,Low
3384,27,Female,Delaware,43,43.0,39,2.6,0.0,0.0,0.0,Low
3385,39,Female,Minnesota,24,24.0,9,3.8,0.0,0.0,0.0,Low
3386,62,Female,Rhode Island,83,83.0,16,2.8,0.0,0.0,0.0,High
3387,34,Female,Michigan,62,62.0,36,2.6,0.0,0.0,0.0,Medium
3388,53,Female,New Jersey,78,78.0,2,3.4,0.0,0.0,0.0,High
3389,35,Female,South Dakota,61,61.0,21,4.5,0.0,0.0,0.0,Medium
3390,38,Female,North Carolina,57,57.0,39,3.8,0.0,0.0,0.0,Medium
3391,32,Female,Oregon,70,70.0,38,3.0,0.0,0.0,0.0,Medium
3392,47,Female,Montana,57,57.0,6,3.7,0.0,0.0,0.0,Medium
3393,53,Female,New Jersey,74,74.0,6,4.4,0.0,0.0,0.0,High
3394,60,Female,Arizona,90,90.0,50,3.1,0.0,0.0,0.0,High
3395,31,Female,Vermont,98,98.0,9,4.2,0.0,0.0,0.0,High
3396,44,Female,Colorado,43,43.0,15,3.1,0.0,0.0,0.0,Low
3397,29,Female,Tennessee,37,37.0,5,5.0,0.0,0.0,0.0,Low
3398,19,Female,New Jersey,38,38.0,13,2.7,0.0,0.0,0.0,Low
3399,54,Female,Montana,60,60.0,44,3.8,0.0,0.0,0.0,Medium
3400,40,Female,Montana,55,55.0,36,3.3,0.0,0.0,0.0,Medium
3401,39,Female,Nevada,51,51.0,18,4.8,0.0,0.0,0.0,Medium
3402,44,Female,Nevada,71,71.0,39,3.4,0.0,0.0,0.0,Medium
3403,22,Female,Louisiana,61,61.0,11,4.4,0.0,0.0,0.0,Medium
3404,30,Female,Illinois,65,65.0,1,3.9,0.0,0.0,0.0,Medium
3405,69,Female,South Carolina,34,34.0,34,3.9,0.0,0.0,0.0,Low
3406,28,Female,Washington,87,87.0,47,4.2,0.0,0.0,0.0,High
3407,57,Female,Nebraska,79,79.0,24,4.0,0.0,0.0,0.0,High
3408,46,Female,Alabama,46,46.0,20,2.6,0.0,0.0,0.0,Medium
3409,48,Female,Montana,72,72.0,11,4.4,0.0,0.0,0.0,Medium
3410,24,Female,Minnesota,93,93.0,3,3.2,0.0,0.0,0.0,High
3411,50,Female,Ohio,76,76.0,38,4.3,0.0,0.0,0.0,High
3412,29,Female,New York,56,56.0,45,4.9,0.0,0.0,0.0,Medium
3413,61,Female,Indiana,83,83.0,31,3.8,0.0,0.0,0.0,High
3414,34,Female,Delaware,90,90.0,16,2.5,0.0,0.0,0.0,High
3415,27,Female,Connecticut,94,94.0,3,4.9,0.0,0.0,0.0,High
3416,38,Female,New York,68,68.0,15,3.0,0.0,0.0,0.0,Medium
3417,25,Female,Alabama,53,53.0,11,3.2,0.0,0.0,0.0,Medium
3418,54,Female,Massachusetts,35,35.0,22,2.9,0.0,0.0,0.0,Low
3419,53,Female,South Carolina,30,30.0,35,2.8,0.0,0.0,0.0,Low
3420,23,Female,West Virginia,26,26.0,5,3.1,0.0,0.0,0.0,Low
3421,19,Female,Kentucky,60,60.0,35,3.4,0.0,0.0,0.0,Medium
3422,57,Female,New Jersey,30,30.0,27,2.9,0.0,0.0,0.0,Low
3423,19,Female,New York,91,91.0,9,3.2,0.0,0.0,0.0,High
3424,33,Female,Massachusetts,71,71.0,21,3.8,0.0,0.0,0.0,Medium
3425,33,Female,Florida,64,64.0,23,3.6,0.0,0.0,0.0,Medium
